"","admission.department","discharge.department","flow"
"1585","Haematology","Haematology",2
"1586","Haematology","Haematology",10
"1587","Haematology","Haematology",15
"1588","Haematology","Haematology",13
"1589","Haematology","Haematology",13
"1590","Haematology","Haematology",24
"1591","Haematology","Haematology",18
"1592","Haematology","Haematology",15
"1593","Haematology","Haematology",33
"1594","Haematology","Haematology",18
"1595","Haematology","Haematology",33
"1596","Haematology","Haematology",26
"1597","Haematology","Haematology",31
"1598","Haematology","Haematology",27
"1599","Haematology","Haematology",16
"1600","Haematology","Haematology",17
"1601","Haematology","Haematology",14
"1602","Haematology","Haematology",3
"1603","Haematology","Haematology",10
"1604","Haematology","Haematology",9
"1605","Haematology","Haematology",12
"1606","Haematology","Haematology",24
"1607","Haematology","Haematology",11
"1608","Haematology","Haematology",7
"1609","Haematology","Haematology",2
"1610","Haematology","Haematology",5
"1611","Haematology","Haematology",2
"1612","Haematology","Haematology",3
"1613","Haematology","Haematology",1
"1614","Haematology","Haematology",8
"1615","Haematology","Haematology",7
"1616","Haematology","Haematology",2
"1617","Haematology","Haematology",2
"1618","Nephropathy Department","Haematology",1
"1619","Cardiology","Hand surgery",1
"1620","Cardiology","Hand surgery",1
"1621","Endocrinology Department","Hand surgery",1
"1622","Endocrinology Department","Hand surgery",1
"1623","Endocrinology Department","Hand surgery",1
"1624","Endocrinology Department","Hand surgery",1
"1625","Endocrinology Department","Hand surgery",1
"1626","Endocrinology Department","Hand surgery",1
"1627","Hand surgery","Hand surgery",1
"1628","Hand surgery","Hand surgery",1
"1629","Hand surgery","Hand surgery",1
"1630","Hand surgery","Hand surgery",2
"1631","Hand surgery","Hand surgery",1
"1632","Hand surgery","Hand surgery",4
"1633","Hand surgery","Hand surgery",2
"1634","Hand surgery","Hand surgery",1
"1635","Hand surgery","Hand surgery",1
"1636","Hand surgery","Hand surgery",1
"1637","Hand surgery","Hand surgery",4
"1638","Hand surgery","Hand surgery",3
"1639","Hand surgery","Hand surgery",2
"1640","Hand surgery","Hand surgery",3
"1641","Hand surgery","Hand surgery",1
"1642","Hand surgery","Hand surgery",4
"1643","Hand surgery","Hand surgery",1
"1644","Hand surgery","Hand surgery",2
"1645","Hand surgery","Hand surgery",3
"1646","Hand surgery","Hand surgery",3
"1647","Hand surgery","Hand surgery",3
"1648","Hand surgery","Hand surgery",1
"1649","Hand surgery","Hand surgery",2
"1650","Hand surgery","Hand surgery",1
"1651","Hand surgery","Hand surgery",2
"1652","Hand surgery","Hand surgery",1
"1653","Hand surgery","Hand surgery",1
"1654","Nephropathy Department","Hand surgery",1
"1655","Nephropathy Department","Hand surgery",1
"1656","Neurology","Hand surgery",1
"1657","Cardiology","Hepatobiliary Surgery",1
"1658","Cardiology","Hepatobiliary Surgery",1
"1659","Cardiology","Hepatobiliary Surgery",1
"1660","Cardiology","Hepatobiliary Surgery",1
"1661","Cardiology","Hepatobiliary Surgery",2
"1662","Cardiology","Hepatobiliary Surgery",1
"1663","Cardiology","Hepatobiliary Surgery",1
"1664","Cardiology","Hepatobiliary Surgery",1
"1665","Cardiology","Hepatobiliary Surgery",1
"1666","Cardiology","Hepatobiliary Surgery",1
"1667","Department of Infectious Diseases","Hepatobiliary Surgery",1
"1668","Department of Infectious Diseases","Hepatobiliary Surgery",1
"1669","Department of Infectious Diseases","Hepatobiliary Surgery",1
"1670","Department of Infectious Diseases","Hepatobiliary Surgery",1
"1671","Department of Infectious Diseases","Hepatobiliary Surgery",1
"1672","Department of Infectious Diseases","Hepatobiliary Surgery",1
"1673","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",1
"1674","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",1
"1675","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",1
"1676","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",2
"1677","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",1
"1678","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",1
"1679","Department of Traditional Chinese Medicine","Hepatobiliary Surgery",1
"1680","Digestive Oncology Surgery","Hepatobiliary Surgery",1
"1681","Emergency Surgery","Hepatobiliary Surgery",1
"1682","Emergency Surgery","Hepatobiliary Surgery",1
"1683","Emergency Surgery","Hepatobiliary Surgery",1
"1684","Emergency Surgery","Hepatobiliary Surgery",2
"1685","Emergency Surgery","Hepatobiliary Surgery",1
"1686","Gastroenterology","Hepatobiliary Surgery",1
"1687","Gastroenterology","Hepatobiliary Surgery",1
"1688","Gastroenterology","Hepatobiliary Surgery",1
"1689","Gastroenterology","Hepatobiliary Surgery",1
"1690","Gastroenterology","Hepatobiliary Surgery",1
"1691","Gastroenterology","Hepatobiliary Surgery",2
"1692","Gastroenterology","Hepatobiliary Surgery",1
"1693","Gastroenterology Surgery II","Hepatobiliary Surgery",1
"1694","Gastroenterology Surgery II","Hepatobiliary Surgery",1
"1695","Gynecology","Hepatobiliary Surgery",1
"1696","Hepatobiliary Surgery","Hepatobiliary Surgery",1
"1697","Hepatobiliary Surgery","Hepatobiliary Surgery",1
"1698","Hepatobiliary Surgery","Hepatobiliary Surgery",2
"1699","Hepatobiliary Surgery","Hepatobiliary Surgery",2
"1700","Hepatobiliary Surgery","Hepatobiliary Surgery",1
"1701","Hepatobiliary Surgery","Hepatobiliary Surgery",3
"1702","Hepatobiliary Surgery","Hepatobiliary Surgery",1
"1703","Hepatobiliary Surgery","Hepatobiliary Surgery",6
"1704","Hepatobiliary Surgery","Hepatobiliary Surgery",3
"1705","Hepatobiliary Surgery","Hepatobiliary Surgery",8
"1706","Hepatobiliary Surgery","Hepatobiliary Surgery",6
"1707","Hepatobiliary Surgery","Hepatobiliary Surgery",3
"1708","Hepatobiliary Surgery","Hepatobiliary Surgery",9
"1709","Hepatobiliary Surgery","Hepatobiliary Surgery",10
"1710","Hepatobiliary Surgery","Hepatobiliary Surgery",20
"1711","Hepatobiliary Surgery","Hepatobiliary Surgery",13
"1712","Hepatobiliary Surgery","Hepatobiliary Surgery",12
"1713","Hepatobiliary Surgery","Hepatobiliary Surgery",13
"1714","Hepatobiliary Surgery","Hepatobiliary Surgery",16
"1715","Hepatobiliary Surgery","Hepatobiliary Surgery",19
"1716","Hepatobiliary Surgery","Hepatobiliary Surgery",17
"1717","Hepatobiliary Surgery","Hepatobiliary Surgery",19
"1718","Hepatobiliary Surgery","Hepatobiliary Surgery",15
"1719","Hepatobiliary Surgery","Hepatobiliary Surgery",17
"1720","Hepatobiliary Surgery","Hepatobiliary Surgery",15
"1721","Hepatobiliary Surgery","Hepatobiliary Surgery",15
"1722","Hepatobiliary Surgery","Hepatobiliary Surgery",19
"1723","Hepatobiliary Surgery","Hepatobiliary Surgery",8
"1724","Hepatobiliary Surgery","Hepatobiliary Surgery",6
"1725","Hepatobiliary Surgery","Hepatobiliary Surgery",6
"1726","Hepatobiliary Surgery","Hepatobiliary Surgery",9
"1727","Hepatobiliary Surgery","Hepatobiliary Surgery",11
"1728","Hepatobiliary Surgery","Hepatobiliary Surgery",13
"1729","Hepatobiliary Surgery","Hepatobiliary Surgery",10
"1730","Hepatobiliary Surgery","Hepatobiliary Surgery",4
"1731","Hepatobiliary Surgery","Hepatobiliary Surgery",6
"1732","Hepatobiliary Surgery","Hepatobiliary Surgery",5
"1733","Hepatobiliary Surgery","Hepatobiliary Surgery",6
"1734","Hepatobiliary Surgery","Hepatobiliary Surgery",3
"1735","Hepatobiliary Surgery","Hepatobiliary Surgery",2
"1736","Hepatobiliary Surgery","Hepatobiliary Surgery",2
"1737","Hepatobiliary Surgery","Hepatobiliary Surgery",2
"1738","Hepatobiliary Surgery","Hepatobiliary Surgery",1
"1739","Hepatobiliary Surgery","Hepatobiliary Surgery",1
"1740","Interventional Radiology","Hepatobiliary Surgery",1
"1741","Urology","Hepatobiliary Surgery",1
"1742","Vascular Surgery","Hepatobiliary Surgery",1
"1743","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1744","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1745","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1746","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1747","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1748","Cardiac Large Vascular Surgery","Interventional Radiology",3
"1749","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1750","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1751","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1752","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1753","Cardiac Large Vascular Surgery","Interventional Radiology",1
"1754","Cardiology","Interventional Radiology",1
"1755","Department of Infectious Diseases","Interventional Radiology",1
"1756","Department of Infectious Diseases","Interventional Radiology",1
"1757","Department of Infectious Diseases","Interventional Radiology",1
"1758","Department of Infectious Diseases","Interventional Radiology",2
"1759","Department of Infectious Diseases","Interventional Radiology",2
"1760","Department of Infectious Diseases","Interventional Radiology",1
"1761","Department of Infectious Diseases","Interventional Radiology",1
"1762","Department of Infectious Diseases","Interventional Radiology",2
"1763","Department of Traditional Chinese Medicine","Interventional Radiology",1
"1764","Department of Traditional Chinese Medicine","Interventional Radiology",1
"1765","Department of Traditional Chinese Medicine","Interventional Radiology",1
"1766","Emergency Surgery","Interventional Radiology",1
"1767","Gastroenterology","Interventional Radiology",1
"1768","Gastroenterology","Interventional Radiology",1
"1769","Gastroenterology Surgery II","Interventional Radiology",1
"1770","Hepatobiliary Surgery","Interventional Radiology",1
"1771","Hepatobiliary Surgery","Interventional Radiology",2
"1772","Hepatobiliary Surgery","Interventional Radiology",1
"1773","Hepatobiliary Surgery","Interventional Radiology",1
"1774","Hepatobiliary Surgery","Interventional Radiology",1
"1775","Hepatobiliary Surgery","Interventional Radiology",1
"1776","Hepatobiliary Surgery","Interventional Radiology",1
"1777","Interventional Radiology","Interventional Radiology",3
"1778","Interventional Radiology","Interventional Radiology",1
"1779","Interventional Radiology","Interventional Radiology",1
"1780","Interventional Radiology","Interventional Radiology",1
"1781","Interventional Radiology","Interventional Radiology",2
"1782","Interventional Radiology","Interventional Radiology",5
"1783","Interventional Radiology","Interventional Radiology",4
"1784","Interventional Radiology","Interventional Radiology",3
"1785","Interventional Radiology","Interventional Radiology",1
"1786","Interventional Radiology","Interventional Radiology",3
"1787","Interventional Radiology","Interventional Radiology",5
"1788","Interventional Radiology","Interventional Radiology",4
"1789","Interventional Radiology","Interventional Radiology",9
"1790","Interventional Radiology","Interventional Radiology",10
"1791","Interventional Radiology","Interventional Radiology",13
"1792","Interventional Radiology","Interventional Radiology",4
"1793","Interventional Radiology","Interventional Radiology",3
"1794","Interventional Radiology","Interventional Radiology",10
"1795","Interventional Radiology","Interventional Radiology",7
"1796","Interventional Radiology","Interventional Radiology",4
"1797","Interventional Radiology","Interventional Radiology",18
"1798","Interventional Radiology","Interventional Radiology",14
"1799","Interventional Radiology","Interventional Radiology",12
"1800","Interventional Radiology","Interventional Radiology",4
"1801","Interventional Radiology","Interventional Radiology",8
"1802","Interventional Radiology","Interventional Radiology",7
"1803","Interventional Radiology","Interventional Radiology",7
"1804","Interventional Radiology","Interventional Radiology",4
"1805","Interventional Radiology","Interventional Radiology",9
"1806","Interventional Radiology","Interventional Radiology",8
"1807","Interventional Radiology","Interventional Radiology",11
"1808","Interventional Radiology","Interventional Radiology",5
"1809","Interventional Radiology","Interventional Radiology",13
"1810","Interventional Radiology","Interventional Radiology",7
"1811","Interventional Radiology","Interventional Radiology",2
"1812","Interventional Radiology","Interventional Radiology",4
"1813","Interventional Radiology","Interventional Radiology",4
"1814","Interventional Radiology","Interventional Radiology",1
"1815","Interventional Radiology","Interventional Radiology",2
"1816","Interventional Radiology","Interventional Radiology",1
"1817","Interventional Radiology","Interventional Radiology",1
"1818","Interventional Radiology","Interventional Radiology",1
"1819","Nephropathy Department","Interventional Radiology",1
"1820","Neurology","Interventional Radiology",2
"1821","Respiratory Medicine","Interventional Radiology",1
"1822","Respiratory Medicine","Interventional Radiology",1
"1823","Respiratory Medicine","Interventional Radiology",1
"1824","Urology","Interventional Radiology",1
"1825","Urology","Interventional Radiology",1
"1826","Urology","Interventional Radiology",1
"1827","Urology","Interventional Radiology",1
"1828","Z11 Digestive Oncology Department I","Interventional Radiology",1
"1829","Gastroenterology Surgery","IV East Gastroenterology Surgery Anorectal Disease",1
"1830","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",5
"1831","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",2
"1832","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1833","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1834","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1835","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",10
"1836","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1837","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1838","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",2
"1839","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",3
"1840","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1841","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1842","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1843","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",2
"1844","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1845","IV East Gastroenterology Surgery Anorectal Disease","IV East Gastroenterology Surgery Anorectal Disease",1
"1846","J10 Neurology","J10 Neurology",1
"1847","Neurology","J17 Department of Respiratory Medicine",1
"1848","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",2
"1849","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",1
"1850","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",1
"1851","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",1
"1852","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",7
"1853","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",2
"1854","L3 Breast Oncology DepartmentⅠ","L3 Breast Oncology DepartmentⅠ",2
"1855","L4 Breast Oncology Department II","L4 Breast Oncology Department II",1
"1856","L4 Breast Oncology Department II","L4 Breast Oncology Department II",3
"1857","L4 Breast Oncology Department II","L4 Breast Oncology Department II",2
"1858","L4 Breast Oncology Department II","L4 Breast Oncology Department II",2
"1859","L4 Breast Oncology Department II","L4 Breast Oncology Department II",10
"1860","L4 Breast Oncology Department II","L4 Breast Oncology Department II",1
"1861","L4 Breast Oncology Department II","L4 Breast Oncology Department II",2
"1862","L4 Breast Oncology Department II","L4 Breast Oncology Department II",2
"1863","L4 Breast Oncology Department II","L4 Breast Oncology Department II",4
"1864","L4 Breast Oncology Department II","L4 Breast Oncology Department II",10
"1865","L4 Breast Oncology Department II","L4 Breast Oncology Department II",4
"1866","L4 osteosoft tissue Breast Department II","L4 osteosoft tissue Breast Department II",1
"1867","Cardiology","L5 osteosoft tissue oncology department",1
"1868","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",6
"1869","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",3
"1870","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"1871","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",9
"1872","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",9
"1873","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",1
"1874","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",6
"1875","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"1876","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",7
"1877","Thoracic Surgery","L5 osteosoft tissue oncology department",1
"1878","Haematology","Laminar Flow Ward of Hematology",1
"1879","Haematology","Laminar Flow Ward of Hematology",1
"1880","Haematology","Laminar Flow Ward of Hematology",1
"1881","Laparoscopic surgery","Laparoscopic surgery",1
"1882","Laparoscopic surgery","Laparoscopic surgery",1
"1883","Department of Traditional Chinese Medicine","M2 Gynecological Oncology DepartmentⅠ",2
"1884","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"1885","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"1886","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",7
"1887","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"1888","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"1889","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",4
"1890","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",2
"1891","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"1892","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",2
"1893","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"1894","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",5
"1895","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",2
"1896","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"1897","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"1898","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"1899","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"1900","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1901","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",2
"1902","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",2
"1903","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1904","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",2
"1905","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",7
"1906","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",4
"1907","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1908","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1909","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1910","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",5
"1911","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",6
"1912","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",2
"1913","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1914","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",1
"1915","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",6
"1916","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",6
"1917","Cardiology","Nephropathy Department",1
"1918","Cardiology","Nephropathy Department",1
"1919","Cardiology","Nephropathy Department",1
"1920","Cardiology","Nephropathy Department",1
"1921","Cardiology","Nephropathy Department",1
"1922","Cardiology","Nephropathy Department",1
"1923","Cardiology","Nephropathy Department",1
"1924","Department of Infectious Diseases","Nephropathy Department",1
"1925","Gastroenterology","Nephropathy Department",1
"1926","Nephropathy Department","Nephropathy Department",1
"1927","Nephropathy Department","Nephropathy Department",2
"1928","Nephropathy Department","Nephropathy Department",1
"1929","Nephropathy Department","Nephropathy Department",1
"1930","Nephropathy Department","Nephropathy Department",1
"1931","Nephropathy Department","Nephropathy Department",2
"1932","Nephropathy Department","Nephropathy Department",1
"1933","Nephropathy Department","Nephropathy Department",1
"1934","Nephropathy Department","Nephropathy Department",2
"1935","Nephropathy Department","Nephropathy Department",5
"1936","Nephropathy Department","Nephropathy Department",4
"1937","Nephropathy Department","Nephropathy Department",4
"1938","Nephropathy Department","Nephropathy Department",8
"1939","Nephropathy Department","Nephropathy Department",7
"1940","Nephropathy Department","Nephropathy Department",11
"1941","Nephropathy Department","Nephropathy Department",9
"1942","Nephropathy Department","Nephropathy Department",16
"1943","Nephropathy Department","Nephropathy Department",17
"1944","Nephropathy Department","Nephropathy Department",25
"1945","Nephropathy Department","Nephropathy Department",21
"1946","Nephropathy Department","Nephropathy Department",28
"1947","Nephropathy Department","Nephropathy Department",17
"1948","Nephropathy Department","Nephropathy Department",11
"1949","Nephropathy Department","Nephropathy Department",22
"1950","Nephropathy Department","Nephropathy Department",25
"1951","Nephropathy Department","Nephropathy Department",33
"1952","Nephropathy Department","Nephropathy Department",34
"1953","Nephropathy Department","Nephropathy Department",35
"1954","Nephropathy Department","Nephropathy Department",32
"1955","Nephropathy Department","Nephropathy Department",36
"1956","Nephropathy Department","Nephropathy Department",23
"1957","Nephropathy Department","Nephropathy Department",40
"1958","Nephropathy Department","Nephropathy Department",34
"1959","Nephropathy Department","Nephropathy Department",46
"1960","Nephropathy Department","Nephropathy Department",44
"1961","Nephropathy Department","Nephropathy Department",34
"1962","Nephropathy Department","Nephropathy Department",35
"1963","Nephropathy Department","Nephropathy Department",34
"1964","Nephropathy Department","Nephropathy Department",35
"1965","Nephropathy Department","Nephropathy Department",23
"1966","Nephropathy Department","Nephropathy Department",26
"1967","Nephropathy Department","Nephropathy Department",19
"1968","Nephropathy Department","Nephropathy Department",26
"1969","Nephropathy Department","Nephropathy Department",29
"1970","Nephropathy Department","Nephropathy Department",21
"1971","Nephropathy Department","Nephropathy Department",19
"1972","Nephropathy Department","Nephropathy Department",12
"1973","Nephropathy Department","Nephropathy Department",12
"1974","Nephropathy Department","Nephropathy Department",25
"1975","Nephropathy Department","Nephropathy Department",17
"1976","Nephropathy Department","Nephropathy Department",15
"1977","Nephropathy Department","Nephropathy Department",11
"1978","Nephropathy Department","Nephropathy Department",5
"1979","Nephropathy Department","Nephropathy Department",12
"1980","Nephropathy Department","Nephropathy Department",6
"1981","Nephropathy Department","Nephropathy Department",1
"1982","Nephropathy Department","Nephropathy Department",2
"1983","Nephropathy Department","Nephropathy Department",1
"1984","orthopedics","Nephropathy Department",1
"1985","Urology","Nephropathy Department",1
"1986","Vascular Surgery","Nephropathy Department",1
"1987","Cardiac Large Vascular Surgery","Neurology",1
"1988","Cardiac Large Vascular Surgery","Neurology",1
"1989","Cardiac Large Vascular Surgery","Neurology",1
"1990","Cardiology","Neurology",1
"1991","Cardiology","Neurology",1
"1992","Cardiology","Neurology",2
"1993","Cardiology","Neurology",1
"1994","Cardiology","Neurology",1
"1995","Cardiology","Neurology",2
"1996","Cardiology","Neurology",1
"1997","Cardiology","Neurology",2
"1998","Cardiology","Neurology",1
"1999","Cardiology","Neurology",1
"2000","Cardiology","Neurology",2
"2001","Cardiology","Neurology",1
"2002","Cardiology","Neurology",1
"2003","Cardiology","Neurology",1
"2004","Cardiology","Neurology",1
"2005","Cardiology","Neurology",2
"2006","Cardiology","Neurology",2
"2007","Cardiology","Neurology",1
"2008","Cardiology","Neurology",1
"2009","Cardiology","Neurology",1
"2010","Cardiology","Neurology",1
"2011","Department of Critical Care Medicine","Neurology",1
"2012","Department of Infectious Diseases","Neurology",1
"2013","Department of Infectious Diseases","Neurology",1
"2014","Department of Traditional Chinese Medicine","Neurology",1
"2015","Department of Traditional Chinese Medicine","Neurology",1
"2016","Emergency Ward","Neurology",1
"2017","Endocrinology Department","Neurology",1
"2018","Gastroenterology","Neurology",1
"2019","Gastroenterology Surgery","Neurology",1
"2020","Nephropathy Department","Neurology",1
"2021","Nephropathy Department","Neurology",1
"2022","Nephropathy Department","Neurology",1
"2023","Neurology","Neurology",1
"2024","Neurology","Neurology",1
"2025","Neurology","Neurology",1
"2026","Neurology","Neurology",1
"2027","Neurology","Neurology",1
"2028","Neurology","Neurology",1
"2029","Neurology","Neurology",2
"2030","Neurology","Neurology",1
"2031","Neurology","Neurology",5
"2032","Neurology","Neurology",4
"2033","Neurology","Neurology",5
"2034","Neurology","Neurology",6
"2035","Neurology","Neurology",12
"2036","Neurology","Neurology",12
"2037","Neurology","Neurology",6
"2038","Neurology","Neurology",13
"2039","Neurology","Neurology",18
"2040","Neurology","Neurology",15
"2041","Neurology","Neurology",12
"2042","Neurology","Neurology",45
"2043","Neurology","Neurology",34
"2044","Neurology","Neurology",43
"2045","Neurology","Neurology",34
"2046","Neurology","Neurology",34
"2047","Neurology","Neurology",48
"2048","Neurology","Neurology",43
"2049","Neurology","Neurology",32
"2050","Neurology","Neurology",47
"2051","Neurology","Neurology",48
"2052","Neurology","Neurology",62
"2053","Neurology","Neurology",62
"2054","Neurology","Neurology",72
"2055","Neurology","Neurology",63
"2056","Neurology","Neurology",61
"2057","Neurology","Neurology",72
"2058","Neurology","Neurology",73
"2059","Neurology","Neurology",75
"2060","Neurology","Neurology",82
"2061","Neurology","Neurology",56
"2062","Neurology","Neurology",65
"2063","Neurology","Neurology",69
"2064","Neurology","Neurology",52
"2065","Neurology","Neurology",59
"2066","Neurology","Neurology",51
"2067","Neurology","Neurology",59
"2068","Neurology","Neurology",65
"2069","Neurology","Neurology",57
"2070","Neurology","Neurology",54
"2071","Neurology","Neurology",40
"2072","Neurology","Neurology",44
"2073","Neurology","Neurology",49
"2074","Neurology","Neurology",29
"2075","Neurology","Neurology",35
"2076","Neurology","Neurology",23
"2077","Neurology","Neurology",16
"2078","Neurology","Neurology",14
"2079","Neurology","Neurology",11
"2080","Neurology","Neurology",5
"2081","Neurology","Neurology",5
"2082","Neurology","Neurology",1
"2083","Neurology","Neurology",3
"2084","Neurology","Neurology",2
"2085","Neurology","Neurology",1
"2086","Neurology","Neurology",1
"2087","Neurology","Neurology",1
"2088","Neurosurgery","Neurology",1
"2089","Neurosurgery","Neurology",1
"2090","ophthalmology","Neurology",1
"2091","orthopedics","Neurology",1
"2092","orthopedics","Neurology",1
"2093","orthopedics","Neurology",1
"2094","Respiratory Medicine","Neurology",1
"2095","Urology","Neurology",1
"2096","Vascular Surgery","Neurology",1
"2097","Cardiology","Neurosurgery",1
"2098","Cardiology","Neurosurgery",1
"2099","Cardiology","Neurosurgery",2
"2100","Cardiology","Neurosurgery",1
"2101","Cardiology","Neurosurgery",1
"2102","Comprehensive internal medicine","Neurosurgery",1
"2103","Department of Traditional Chinese Medicine","Neurosurgery",1
"2104","Emergency Surgery","Neurosurgery",1
"2105","Neurology","Neurosurgery",1
"2106","Neurology","Neurosurgery",1
"2107","Neurology","Neurosurgery",1
"2108","Neurology","Neurosurgery",2
"2109","Neurology","Neurosurgery",1
"2110","Neurology","Neurosurgery",1
"2111","Neurology","Neurosurgery",1
"2112","Neurology","Neurosurgery",1
"2113","Neurology","Neurosurgery",1
"2114","Neurology","Neurosurgery",1
"2115","Neurology","Neurosurgery",1
"2116","Neurosurgery","Neurosurgery",1
