"","admission.department","discharge.department","flow"
"3094","L4 breast tumor area II","L4 breast tumor area II",8
"3095","L4 breast tumor area II","L4 breast tumor area II",3
"3096","L4 breast tumor area II","L4 breast tumor area II",5
"3097","L4 breast tumor area II","L4 breast tumor area II",6
"3098","L4 breast tumor area II","L4 breast tumor area II",1
"3099","L4 breast tumor area II","L4 breast tumor area II",6
"3100","L4 breast tumor area II","L4 breast tumor area II",13
"3101","L4 breast tumor area II","L4 breast tumor area II",10
"3102","L4 breast tumor area II","L4 breast tumor area II",4
"3103","L4 breast tumor area II","L4 breast tumor area II",17
"3104","L4 breast tumor area II","L4 breast tumor area II",14
"3105","L4 breast tumor area II","L4 breast tumor area II",10
"3106","L4 breast tumor area II","L4 breast tumor area II",26
"3107","L4 breast tumor area II","L4 breast tumor area II",8
"3108","L4 breast tumor area II","L4 breast tumor area II",9
"3109","L4 breast tumor area II","L4 breast tumor area II",9
"3110","L4 breast tumor area II","L4 breast tumor area II",13
"3111","L4 breast tumor area II","L4 breast tumor area II",9
"3112","L4 breast tumor area II","L4 breast tumor area II",2
"3113","L4 breast tumor area II","L4 breast tumor area II",2
"3114","L4 breast tumor area II","L4 breast tumor area II",10
"3115","L4 breast tumor area II","L4 breast tumor area II",19
"3116","L4 breast tumor area II","L4 breast tumor area II",19
"3117","L4 breast tumor area II","L4 breast tumor area II",6
"3118","L4 breast tumor area II","L4 breast tumor area II",4
"3119","L4 breast tumor area II","L4 breast tumor area II",17
"3120","L4 breast tumor area II","L4 breast tumor area II",24
"3121","L4 breast tumor area II","L4 breast tumor area II",7
"3122","L4 breast tumor area II","L4 breast tumor area II",1
"3123","L4 breast tumor area II","L4 breast tumor area II",1
"3124","L4 breast tumor area II","L4 breast tumor area II",2
"3125","L4 breast tumor area II","L4 breast tumor area II",3
"3126","L4 osteosoft tissue Breast Department II","L4 osteosoft tissue Breast Department II",2
"3127","L4 osteosoft tissue Breast Department II","L4 osteosoft tissue Breast Department II",12
"3128","L4 osteosoft tissue Breast Department II","L4 osteosoft tissue Breast Department II",1
"3129","L4 osteosoft tissue Breast Department II","L4 osteosoft tissue Breast Department II",4
"3130","Cardiology","L5 osteosoft tissue oncology department",1
"3131","Department of Traditional Chinese Medicine","L5 osteosoft tissue oncology department",1
"3132","dermatology","L5 osteosoft tissue oncology department",1
"3133","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",5
"3134","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",3
"3135","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",12
"3136","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",20
"3137","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",10
"3138","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",8
"3139","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",14
"3140","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",20
"3141","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",32
"3142","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",16
"3143","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",9
"3144","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",22
"3145","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",11
"3146","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",24
"3147","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",11
"3148","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",27
"3149","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",11
"3150","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",17
"3151","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",14
"3152","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",8
"3153","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",19
"3154","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",19
"3155","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",8
"3156","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"3157","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"3158","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",9
"3159","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",9
"3160","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",12
"3161","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",11
"3162","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",5
"3163","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",10
"3164","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",11
"3165","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",13
"3166","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",7
"3167","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",1
"3168","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",7
"3169","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"3170","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",1
"3171","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",3
"3172","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",1
"3173","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",5
"3174","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",14
"3175","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",33
"3176","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",30
"3177","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",19
"3178","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",17
"3179","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",25
"3180","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",19
"3181","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",4
"3182","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",17
"3183","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",33
"3184","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",46
"3185","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",37
"3186","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",35
"3187","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",42
"3188","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",36
"3189","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",17
"3190","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",20
"3191","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",12
"3192","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",10
"3193","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",15
"3194","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",5
"3195","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",1
"3196","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",9
"3197","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",5
"3198","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",5
"3199","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",29
"3200","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"3201","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",4
"3202","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",17
"3203","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",2
"3204","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",1
"3205","L5 osteosoft tissue oncology department","L5 osteosoft tissue oncology department",3
"3206","Z11 Digestive Oncology Department I","L5 osteosoft tissue oncology department",1
"3207","Z13 Chest Oncology Department I","L5 osteosoft tissue oncology department",1
"3208","Z14 Chest Oncology Department II","L5 osteosoft tissue oncology department",1
"3209","Z16 Comprehensive Ward","L5 osteosoft tissue oncology department",1
"3210","Cardiology","L5 osteosoft tissue tumor ward",1
"3211","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",7
"3212","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",2
"3213","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",3
"3214","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",8
"3215","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3216","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",6
"3217","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",2
"3218","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3219","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3220","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",8
"3221","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",3
"3222","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3223","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",5
"3224","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",5
"3225","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",2
"3226","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",2
"3227","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3228","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",6
"3229","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3230","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",6
"3231","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3232","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",2
"3233","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3234","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3235","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",8
"3236","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",3
"3237","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3238","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3239","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3240","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",10
"3241","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",2
"3242","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3243","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",4
"3244","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",7
"3245","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3246","L5 osteosoft tissue tumor ward","L5 osteosoft tissue tumor ward",1
"3247","Department of Traditional Chinese Medicine","L5 sarcoma and melanoma",1
"3248","L5 sarcoma and melanoma","L5 sarcoma and melanoma",9
"3249","L5 sarcoma and melanoma","L5 sarcoma and melanoma",1
"3250","L5 sarcoma and melanoma","L5 sarcoma and melanoma",4
"3251","L5 sarcoma and melanoma","L5 sarcoma and melanoma",1
"3252","L5 sarcoma and melanoma","L5 sarcoma and melanoma",3
"3253","L5 sarcoma and melanoma","L5 sarcoma and melanoma",2
"3254","L5 sarcoma and melanoma","L5 sarcoma and melanoma",1
"3255","L5 sarcoma and melanoma","L5 sarcoma and melanoma",2
"3256","Department of osteo-soft tissue swelling and chemotherapy","L5 Urology and Gynecology Department II",1
"3257","L5 Urology and Gynecology Department II","L5 Urology and Gynecology Department II",1
"3258","L6 Gynecological Oncology Chemoradiotherapy Department","L6 Gynecological Oncology Chemoradiotherapy Department",1
"3259","Haematology","Laminar Flow Ward of Hematology",1
"3260","Haematology","Laminar Flow Ward of Hematology",2
"3261","Haematology","Laminar Flow Ward of Hematology",1
"3262","Haematology","Laminar Flow Ward of Hematology",3
"3263","Haematology","Laminar Flow Ward of Hematology",2
"3264","Haematology","Laminar Flow Ward of Hematology",2
"3265","Haematology","Laminar Flow Ward of Hematology",2
"3266","Haematology","Laminar Flow Ward of Hematology",2
"3267","Haematology","Laminar Flow Ward of Hematology",2
"3268","Haematology","Laminar Flow Ward of Hematology",1
"3269","Haematology","Laminar Flow Ward of Hematology",1
"3270","Haematology","Laminar Flow Ward of Hematology",2
"3271","Haematology","Laminar Flow Ward of Hematology",3
"3272","Haematology","Laminar Flow Ward of Hematology",1
"3273","Haematology","Laminar Flow Ward of Hematology",2
"3274","Haematology","Laminar Flow Ward of Hematology",1
"3275","Haematology","Laminar Flow Ward of Hematology",2
"3276","Haematology","Laminar Flow Ward of Hematology",1
"3277","Haematology","Laminar Flow Ward of Hematology",1
"3278","Haematology","Laminar Flow Ward of Hematology",1
"3279","Haematology","Laminar Flow Ward of Hematology",1
"3280","Haematology","Laminar Flow Ward of Hematology",1
"3281","Haematology","Laminar Flow Ward of Hematology",1
"3282","Haematology","Laminar Flow Ward of Hematology",2
"3283","Haematology","Laminar Flow Ward of Hematology",1
"3284","Haematology","Laminar Flow Ward of Hematology",1
"3285","Haematology","Laminar Flow Ward of Hematology",2
"3286","Haematology","Laminar Flow Ward of Hematology",1
"3287","Haematology","Laminar Flow Ward of Hematology",2
"3288","Haematology","Laminar Flow Ward of Hematology",3
"3289","Haematology","Laminar Flow Ward of Hematology",1
"3290","Haematology","Laminar Flow Ward of Hematology",1
"3291","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3292","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3293","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3294","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3295","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3296","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3297","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",2
"3298","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3299","Laminar Flow Ward of Hematology","Laminar Flow Ward of Hematology",1
"3300","Pediatrics","Laminar Flow Ward of Hematology",1
"3301","Pediatrics","Laminar Flow Ward of Hematology",1
"3302","Laparoscopic surgery","Laparoscopic surgery",1
"3303","Laparoscopic surgery","Laparoscopic surgery",1
"3304","Laparoscopic surgery","Laparoscopic surgery",1
"3305","Laparoscopic surgery","Laparoscopic surgery",1
"3306","Laparoscopic surgery","Laparoscopic surgery",1
"3307","Laparoscopic surgery","Laparoscopic surgery",1
"3308","Department of Infectious Diseases","Lymphoma ward",1
"3309","Lymphoma ward","Lymphoma ward",1
"3310","Lymphoma ward","Lymphoma ward",1
"3311","Lymphoma ward","Lymphoma ward",1
"3312","Lymphoma ward","Lymphoma ward",3
"3313","Lymphoma ward","Lymphoma ward",6
"3314","Lymphoma ward","Lymphoma ward",12
"3315","Lymphoma ward","Lymphoma ward",3
"3316","Lymphoma ward","Lymphoma ward",1
"3317","Lymphoma ward","Lymphoma ward",1
"3318","Lymphoma ward","Lymphoma ward",6
"3319","Lymphoma ward","Lymphoma ward",12
"3320","Lymphoma ward","Lymphoma ward",5
"3321","Lymphoma ward","Lymphoma ward",1
"3322","Lymphoma ward","Lymphoma ward",4
"3323","Lymphoma ward","Lymphoma ward",1
"3324","Lymphoma ward","Lymphoma ward",3
"3325","Lymphoma ward","Lymphoma ward",2
"3326","Lymphoma ward","Lymphoma ward",2
"3327","Lymphoma ward","Lymphoma ward",2
"3328","Lymphoma ward","Lymphoma ward",1
"3329","Lymphoma ward","Lymphoma ward",2
"3330","Lymphoma ward","Lymphoma ward",2
"3331","Lymphoma ward","Lymphoma ward",1
"3332","Lymphoma ward","Lymphoma ward",3
"3333","Lymphoma ward","Lymphoma ward",12
"3334","Lymphoma ward","Lymphoma ward",6
"3335","Lymphoma ward","Lymphoma ward",1
"3336","Lymphoma ward","Lymphoma ward",2
"3337","Lymphoma ward","Lymphoma ward",2
"3338","Lymphoma ward","Lymphoma ward",1
"3339","Lymphoma ward","Lymphoma ward",4
"3340","Z12 chest tumor ward I","Lymphoma ward",1
"3341","Department of Traditional Chinese Medicine","M2 Gynecological Oncology DepartmentⅠ",1
"3342","Department of Traditional Chinese Medicine","M2 Gynecological Oncology DepartmentⅠ",1
"3343","Gynecology","M2 Gynecological Oncology DepartmentⅠ",1
"3344","Gynecology","M2 Gynecological Oncology DepartmentⅠ",1
"3345","L5 osteosoft tissue oncology department","M2 Gynecological Oncology DepartmentⅠ",1
"3346","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",4
"3347","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",15
"3348","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",4
"3349","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",6
"3350","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",2
"3351","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",9
"3352","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",2
"3353","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",6
"3354","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",12
"3355","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",7
"3356","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",16
"3357","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",16
"3358","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",18
"3359","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",28
"3360","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"3361","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",25
"3362","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",6
"3363","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",9
"3364","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",17
"3365","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",24
"3366","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",30
"3367","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",31
"3368","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",25
"3369","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",38
"3370","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",37
"3371","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",26
"3372","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",45
"3373","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",54
"3374","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",41
"3375","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",10
"3376","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",21
"3377","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",9
"3378","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",7
"3379","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",13
"3380","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",14
"3381","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",8
"3382","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",8
"3383","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",4
"3384","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",6
"3385","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",18
"3386","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",12
"3387","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",8
"3388","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"3389","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",4
"3390","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",2
"3391","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"3392","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",3
"3393","M2 Gynecological Oncology DepartmentⅠ","M2 Gynecological Oncology DepartmentⅠ",1
"3394","Urology","M2 Gynecological Oncology DepartmentⅠ",1
"3395","Gastroenterology Surgery","M2 Gynecological Tumor Ward Ⅰ",1
"3396","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",3
"3397","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",5
"3398","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3399","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3400","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",11
"3401","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",7
"3402","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",2
"3403","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",8
"3404","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",7
"3405","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",8
"3406","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3407","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",2
"3408","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",8
"3409","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",4
"3410","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",8
"3411","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",3
"3412","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",6
"3413","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",2
"3414","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3415","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",3
"3416","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",2
"3417","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3418","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",4
"3419","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",6
"3420","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3421","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",1
"3422","M2 Gynecological Tumor Ward Ⅰ","M2 Gynecological Tumor Ward Ⅰ",3
"3423","Department of Traditional Chinese Medicine","M3 Urinary and Gynecological Tumor Disease II",1
"3424","Gynecology","M3 Urinary and Gynecological Tumor Disease II",1
"3425","Gynecology","M3 Urinary and Gynecological Tumor Disease II",1
"3426","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",1
"3427","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",6
"3428","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3429","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",3
"3430","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",5
"3431","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",10
"3432","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",12
"3433","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",3
"3434","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",1
"3435","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3436","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",13
"3437","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",10
"3438","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",4
"3439","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",6
"3440","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",3
"3441","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3442","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",5
"3443","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",10
"3444","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",3
"3445","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3446","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3447","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",3
"3448","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3449","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3450","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",5
"3451","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",1
"3452","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3453","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",3
"3454","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",2
"3455","M3 Urinary and Gynecological Tumor Disease II","M3 Urinary and Gynecological Tumor Disease II",1
"3456","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",14
"3457","M3 Urology, Gynecology and Oncology Department II","M3 Urology, Gynecology and Oncology Department II",10
